source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/5042521355,Entrance D,Pintu D,Pintu D,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7277502 3.1242309),"{""@id"":""node/5042521355"",""level"":""0"",""name"":""Pintu D"",""name:en"":""Entrance D"",""name:ms"":""Pintu D"",""name:zh"":""D门"",""name:zh-Hans"":""D门"",""name:zh-Hant"":""D門"",""railway"":""subway_entrance"",""ref"":""D"",""wheelchair"":""yes""}"
node/5042521365,Entrance B | Cheras Road,Pintu B | Jalan Cheras,Pintu B | Jalan Cheras,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7269783 3.1245224),"{""@id"":""node/5042521365"",""level"":""0"",""name"":""Pintu B | Jalan Cheras"",""name:en"":""Entrance B | Cheras Road"",""name:ms"":""Pintu B | Jalan Cheras"",""name:zh"":""B门 | 蕉赖路"",""name:zh-Hans"":""B门 | 蕉赖路"",""name:zh-Hant"":""B門 | 蕉賴路"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5043240641,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.702138 3.142434),"{""@id"":""node/5043240641"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5043240648,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7027996 3.1416851),"{""@id"":""node/5043240648"",""level"":""0"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5044809567,Entrance A | Jalan Sultan / Jalan Panggong,,Pintu A | Jalan Sultan / Jalan Panggong,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6968069 3.1424829),"{""@id"":""node/5044809567"",""level"":""0"",""name"":""Pintu A | Jalan Sultan / Jalan Panggong"",""name:en"":""Entrance A | Jalan Sultan / Jalan Panggong"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5044809568,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6877014 3.1373368),"{""@id"":""node/5044809568"",""destination"":""Muzium Negara"",""level"":""0"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5044809569,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6879474 3.1369804),"{""@id"":""node/5044809569"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5044809580,Entrance A,Pintu A,Pintu A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7229314 3.1329233),"{""@id"":""node/5044809580"",""level"":""0"",""name"":""Pintu A"",""name:en"":""Entrance A"",""name:ms"":""Pintu A"",""name:zh"":""A门"",""name:zh-Hans"":""A门"",""name:zh-Hant"":""A門"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5044809585,Entrance A | Jalan Delima,Pintu A | Jalan Delima,Pintu A | Jalan Delima,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7197635 3.1431359),"{""@id"":""node/5044809585"",""level"":""0"",""name"":""Pintu A | Jalan Delima"",""name:en"":""Entrance A | Jalan Delima"",""name:ms"":""Pintu A | Jalan Delima"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5044809586,Entrance B | Jalan Tun Razak,Pintu B | Jalan Tun Razak,Pintu B | Jalan Tun Razak,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7200141 3.1425578),"{""@id"":""node/5044809586"",""level"":""0"",""name"":""Pintu B | Jalan Tun Razak"",""name:en"":""Entrance B | Jalan Tun Razak"",""name:ms"":""Pintu B | Jalan Tun Razak"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5261535528,Entrance B | Jalan Sungai Buloh,,Pintu B | Jalan Sungai Buloh,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.5787927 3.1967103),"{""@id"":""node/5261535528"",""destination"":""Jalan Sungai Buloh"",""level"":""0"",""name"":""Pintu B | Jalan Sungai Buloh"",""name:en"":""Entrance B | Jalan Sungai Buloh"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5261535560,Entrance C | Jalan PJU 7/1 (North),Pintu C | Jalan PJU 7/1 (Utara),Pintu C | Jalan PJU 7/1 (Utara),station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.607848 3.1559391),"{""@id"":""node/5261535560"",""destination"":""Jalan PJU 7/1"",""level"":""0"",""name"":""Pintu C | Jalan PJU 7/1 (Utara)"",""name:en"":""Entrance C | Jalan PJU 7/1 (North)"",""name:ms"":""Pintu C | Jalan PJU 7/1 (Utara)"",""railway"":""subway_entrance"",""ref"":""C"",""wheelchair"":""yes""}"
node/5261535561,Entrance B | Jalan PJU 7/1 (South),,Pintu B | Jalan PJU 7/1 (selatan),station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6082138 3.1559591),"{""@id"":""node/5261535561"",""destination"":""Jalan PJU 7/1"",""level"":""0"",""name"":""Pintu B | Jalan PJU 7/1 (selatan)"",""name:en"":""Entrance B | Jalan PJU 7/1 (South)"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5261535570,Entrance A | Persiaran Surian (West),Pintu A | Persiaran Surian (Barat),Pintu A | Persiaran Surian (Barat),station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6091179 3.1548991),"{""@id"":""node/5261535570"",""destination"":""Persiaran Surian"",""level"":""0"",""name"":""Pintu A | Persiaran Surian (Barat)"",""name:en"":""Entrance A | Persiaran Surian (West)"",""name:ms"":""Pintu A | Persiaran Surian (Barat)"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5261535576,"Entrance D | Surian Tower, The Curve","Pintu D | Surian Tower, The Curve","Pintu D | Surian Tower, The Curve",station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6091314 3.1555885),"{""@id"":""node/5261535576"",""destination"":""Surian Tower;The Curve"",""level"":""1"",""name"":""Pintu D | Surian Tower, The Curve"",""name:en"":""Entrance D | Surian Tower, The Curve"",""name:ms"":""Pintu D | Surian Tower, The Curve"",""railway"":""subway_entrance"",""ref"":""D"",""wheelchair"":""yes""}"
node/5385396790,Entrance A | Jalan Damansara Endah,Pintu A | Jalan Damansara Endah,Pintu A | Jalan Damansara Endah,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6656456 3.1506493),"{""@id"":""node/5385396790"",""destination"":""Jalan Damansara Endah"",""level"":""0"",""name"":""Pintu A | Jalan Damansara Endah"",""name:en"":""Entrance A | Jalan Damansara Endah"",""name:ms"":""Pintu A | Jalan Damansara Endah"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5385396799,Entrance B | Jalan Semantan,Pintu B | Jalan Semantan,Pintu B | Jalan Semantan,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6656688 3.1515288),"{""@id"":""node/5385396799"",""level"":""0"",""name"":""Pintu B | Jalan Semantan"",""name:en"":""Entrance B | Jalan Semantan"",""name:ms"":""Pintu B | Jalan Semantan"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5391767170,KL Sentral,KL Sentral,KJ15 KL Sentral,station,wheelchair_stop,yes,,,,,,,Point,POINT(101.6865153 3.1341106),"{""@id"":""node/5391767170"",""air_conditioning"":""yes"",""light_rail"":""yes"",""name"":""KJ15 KL Sentral"",""name:en"":""KL Sentral"",""name:ms"":""KL Sentral"",""name:th"":""เคแอลเซ็นทรัล"",""name:zh"":""吉隆坡中央"",""name:zh-Hans"":""吉隆坡中央"",""name:zh-Hant"":""吉隆坡中央"",""public_transport"":""station"",""railway"":""station"",""station"":""light_rail"",""wheelchair"":""yes"",""wikidata"":""Q801042"",""wikipedia"":""en:Kuala Lumpur Sentral station""}"
node/5391966854,KLCC,KLCC,KJ10 KLCC,station,wheelchair_stop,yes,,,,,,,Point,POINT(101.7133662 3.1592469),"{""@id"":""node/5391966854"",""air_conditioning"":""yes"",""full_name"":""KLCC LRT Station"",""layer"":""-1"",""level"":""-1"",""light_rail"":""yes"",""name"":""KJ10 KLCC"",""name:en"":""KLCC"",""name:ja"":""KLCC"",""name:ms"":""KLCC"",""name:ta"":""கலகக்"",""name:zh"":""城中城"",""name:zh-Hans"":""城中城"",""name:zh-Hant"":""城中城"",""network"":""Kelana Jaya Line"",""operator"":""Rapid KL"",""public_transport"":""station"",""railway"":""station"",""ref"":""KJ10"",""station"":""light_rail"",""subway"":""yes"",""website"":""https://mrt.com.my/lrt_kelana/KLCC.htm"",""wheelchair"":""yes"",""wikidata"":""Q1054307"",""wikipedia"":""en:KLCC LRT station""}"
node/5417672122,,,Monorail Chow Kit,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6975525 3.1680036),"{""@id"":""node/5417672122"",""alt_name"":""Chow Kit (Jalan Ipoh)"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""bus_stop"",""name"":""Monorail Chow Kit"",""old_name"":""Chow Kit (Utara)"",""operator"":""Rapid KL;DBKL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL52"",""route_ref"":""302;220;202;200;191;T180;170;172;180;190;201;222;250;251;254;402;852;RED;BLUE"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/5438876721,,,Damai Hospital,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.695148 3.169987),"{""@id"":""node/5438876721"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Damai Hospital"",""old_name"":""Damai Service Hospital"",""operator"":""Rapid Bus;MARA Liner;Causeway Link;DBKL"",""public_transport"":""platform"",""ref"":""KL50"",""route_ref:rapidkl"":""302;254;201;180;173;172;T180;170;171;190;191;222;402;RED"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/5439224021,Picoms,Picoms,Picoms,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6941789 3.1704152),"{""@id"":""node/5439224021"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Picoms"",""name:en"":""Picoms"",""name:ms"":""Picoms"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL47"",""route_ref"":""100;151;171;173;180;190;191"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/5469085435,,,,elevator,lift,,,,,,,,Point,POINT(101.7401168 3.0909155),"{""@id"":""node/5469085435"",""highway"":""elevator"",""level"":""0;1""}"
node/5469085436,"Entrance A | Taman Mutiara, Jalan Mutiara Raya",,"Pintu A | Taman Mutiara, Jalan Mutiara Raya",station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7402187 3.0906021),"{""@id"":""node/5469085436"",""destination"":""Taman Mutiara;Jalan Mutiara Raya"",""level"":""0"",""name"":""Pintu A | Taman Mutiara, Jalan Mutiara Raya"",""name:en"":""Entrance A | Taman Mutiara, Jalan Mutiara Raya"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5469085437,Entrance B | Taman Segar,,Pintu B | Taman Segar,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7406462 3.0914822),"{""@id"":""node/5469085437"",""destination"":""Taman Segar"",""level"":""0"",""name"":""Pintu B | Taman Segar"",""name:en"":""Entrance B | Taman Segar"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5469085492,Entrance B | Taman Sri Raya,Pintu B | Taman Sri Raya,Pintu B | Taman Sri Raya,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7735523 3.0616414),"{""@id"":""node/5469085492"",""destination"":""Taman Sri Raya"",""level"":""0"",""name"":""Pintu B | Taman Sri Raya"",""name:en"":""Entrance B | Taman Sri Raya"",""name:ms"":""Pintu B | Taman Sri Raya"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5469085624,Entrance A | Bukit Dukung,Pintu A | Bukit Dukung,Pintu A | Bukit Dukung,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7709892 3.0272459),"{""@id"":""node/5469085624"",""level"":""0"",""name"":""Pintu A | Bukit Dukung"",""name:en"":""Entrance A | Bukit Dukung"",""name:ms"":""Pintu A | Bukit Dukung"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5469085628,Entrance A | Jalan Cheras-KL,Pintu A | Jalan Cheras-KL,Pintu A | Jalan Cheras-KL,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.783749 3.0004592),"{""@id"":""node/5469085628"",""destination"":""Jalan Cheras-KL"",""level"":""0"",""name"":""Pintu A | Jalan Cheras-KL"",""name:en"":""Entrance A | Jalan Cheras-KL"",""name:ms"":""Pintu A | Jalan Cheras-KL"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5469085629,Entrance B | KPJ Kajang,Pintu B | KPJ Kajang,Pintu B | KPJ Kajang,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7837971 3.0013333),"{""@id"":""node/5469085629"",""destination"":""KPJ Kajang"",""level"":""0"",""name"":""Pintu B | KPJ Kajang"",""name:en"":""Entrance B | KPJ Kajang"",""name:ms"":""Pintu B | KPJ Kajang"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5469085633,"Entrance A | Taman Suntex, Jalan Kinabalu","Pintu A | Taman Suntex, Jalan Kinabalu","Pintu A | Taman Suntex, Jalan Kinabalu",station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7637348 3.0716741),"{""@id"":""node/5469085633"",""destination"":""Taman Suntex;Jalan Kinabalu"",""level"":""0"",""name"":""Pintu A | Taman Suntex, Jalan Kinabalu"",""name:en"":""Entrance A | Taman Suntex, Jalan Kinabalu"",""name:ms"":""Pintu A | Taman Suntex, Jalan Kinabalu"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5469085640,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7460092 3.0785733),"{""@id"":""node/5469085640"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5469085641,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7450245 3.079458),"{""@id"":""node/5469085641"",""level"":""0"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5469085650,"Entrance A | Taman Pertama, Jalan 2/90","Pintu A | Taman Pertama, Jalan 2/90","Pintu A | Taman Pertama, Jalan 2/90",station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7296842 3.1118305),"{""@id"":""node/5469085650"",""destination"":""Taman Pertama;Jalan 2/90"",""level"":""0"",""name"":""Pintu A | Taman Pertama, Jalan 2/90"",""name:en"":""Entrance A | Taman Pertama, Jalan 2/90"",""name:ms"":""Pintu A | Taman Pertama, Jalan 2/90"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5470820224,Amaniah Complex,Kompleks Amaniah,Kompleks Amaniah,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6751308 3.2353814),"{""@id"":""node/5470820224"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kompleks Amaniah"",""name:en"":""Amaniah Complex"",""name:ms"":""Kompleks Amaniah"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""SL88"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/5484250432,Entrance A | Jalan Maarof | HELP Residen,Pintu A | Jalan Maarof | HELP Residen,Pintu A | Jalan Maarof | HELP Residen,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6631665 3.1434524),"{""@id"":""node/5484250432"",""destination"":""Jalan Maarof;HELP Residen"",""level"":""0"",""name"":""Pintu A | Jalan Maarof | HELP Residen"",""name:en"":""Entrance A | Jalan Maarof | HELP Residen"",""name:ms"":""Pintu A | Jalan Maarof | HELP Residen"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5484250466,Entrance B | SPRINT Expressway,Pintu B | Lebuhraya SPRINT,Pintu B | Lebuhraya SPRINT,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6429952 3.1295348),"{""@id"":""node/5484250466"",""destination"":""Lebuhraya SPRINT"",""name"":""Pintu B | Lebuhraya SPRINT"",""name:en"":""Entrance B | SPRINT Expressway"",""name:ms"":""Pintu B | Lebuhraya SPRINT"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5484250467,Entrance A | Jalan 16/11,Pintu A | Jalan 16/11,Pintu A | Jalan 16/11,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6427645 3.1283539),"{""@id"":""node/5484250467"",""destination"":""Jalan 16/11;Pusat Dagangan Phileo Damansara;Eastin Hotel;Menara Star"",""level"":""0"",""name"":""Pintu A | Jalan 16/11"",""name:en"":""Entrance A | Jalan 16/11"",""name:ms"":""Pintu A | Jalan 16/11"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5484250474,Entrance B | Jalan Wan Kadir 4,Pintu B | Jalan Wan Kadir 4,Pintu B | Jalan Wan Kadir 4,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6312386 3.1360429),"{""@id"":""node/5484250474"",""destination"":""Jalan Wan Kadir 4"",""level"":""0"",""name"":""Pintu B | Jalan Wan Kadir 4"",""name:en"":""Entrance B | Jalan Wan Kadir 4"",""name:ms"":""Pintu B | Jalan Wan Kadir 4"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5484250475,Entrance A | Menara Glomac,Pintu A | Menara Glomac,Pintu A | Menara Glomac,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.6302937 3.1356637),"{""@id"":""node/5484250475"",""destination"":""Menara Glomac"",""level"":""0"",""name"":""Pintu A | Menara Glomac"",""name:en"":""Entrance A | Menara Glomac"",""name:ms"":""Pintu A | Menara Glomac"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5484616509,Entrance B | Jalan PJU 5/8,Pintu B | Jalan PJU 5/8,Pintu B | Jalan PJU 5/8,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.5936166 3.1498921),"{""@id"":""node/5484616509"",""destination"":""Jalan PJU 5/8;Sunway Giza;Dataran Sunway;Encorp Strand Mall"",""level"":""0"",""name"":""Pintu B | Jalan PJU 5/8"",""name:en"":""Entrance B | Jalan PJU 5/8"",""name:ms"":""Pintu B | Jalan PJU 5/8"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/5484616510,Entrance A | Persiaran Surian,Pintu A | Persiaran Surian,Pintu A | Persiaran Surian,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.5935975 3.1494285),"{""@id"":""node/5484616510"",""destination"":""Persiaran Surian;Tropicana Gardens;Kelab Golf Seri Selangor;Casa Indah"",""level"":""0"",""name"":""Pintu A | Persiaran Surian"",""name:en"":""Entrance A | Persiaran Surian"",""name:ms"":""Pintu A | Persiaran Surian"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/5485075948,,,LRT Taman Melati,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7217502 3.2194409),"{""@id"":""node/5485075948"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""LRT Taman Melati"",""network"":""Rapid KL Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KL195"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/5485710278,Entrance A,,Pintu A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7066199 3.1612445),"{""@id"":""node/5485710278"",""level"":""0"",""name"":""Pintu A"",""name:en"":""Entrance A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
